User_ID,phenotype_kmeans,phi_star,n,match_rate_real,match_rate_shuffled,match_rate_delta,H_Dphi_real,H_Dphi_shuffled,H_Dphi_delta,I_Dphi;g_real,I_Dphi;g_shuffled,I_Dphi;g_delta,I_Dphi;TS_quad_real,I_Dphi;TS_quad_shuffled,I_Dphi;TS_quad_delta
20,Optimist,Optimist,14,0.6428571428571429,0.47142857142857153,0.17142857142857137,0.9918107815595227,1.0151189692201181,-0.023308187660595392,0.10644184683774671,0.3024967767422774,-0.19605492990453066,0.0969128859928281,0.12207180558843511,-0.02515891959560701
23,Optimist,Optimist,14,0.7142857142857143,0.4857142857142857,0.2285714285714286,0.9146453914555226,1.0062260670562382,-0.09158067560071559,0.2940877101179873,0.3131680100882146,-0.01908029997022731,0.11805960678154759,0.08129213992417844,0.03676746685736915
24,Pessimist,Pessimist,14,0.7857142857142857,0.5428571428571429,0.24285714285714277,0.8011200801483715,0.9966273279501554,-0.19550724780178386,0.32341954166797904,0.4419069497254735,-0.11848740805749447,0.26949900579915986,0.19074827909902567,0.0787507267001342
25,Optimist,Optimist,14,0.8571428571428571,0.47142857142857136,0.38571428571428573,0.6431976014712191,0.994015310309476,-0.3508177088382569,0.16549706299082656,0.282677198716893,-0.11718013572606645,0.05052274338819718,0.02868684304610055,0.021835900342096627
27,Optimist,Optimist,13,0.8461538461538461,0.4999999999999999,0.34615384615384626,0.6748704654821854,1.007277883198901,-0.33240741771671567,0.1981333467858445,0.2550373782221573,-0.056904031436312785,0.1400650773886546,0.014073492800061066,0.12599158458859352
28,Trustful,Trustful,14,0.9285714285714286,0.928571428571429,-4.440892098500626e-16,0.4227571495297672,0.42275714952976695,2.220446049250313e-16,0.0753959373497119,0.21427484970154906,-0.13887891235183716,0.06062407338396342,0.1618407486443417,-0.10121667526037828
29,Optimist,Optimist,14,0.6428571428571429,0.4571428571428572,0.18571428571428572,0.9918107815595227,0.9781356866801925,0.013675094879330274,0.2307916703447721,0.3013735761218109,-0.07058190577703882,0.06189681487332366,0.1465853129795351,-0.08468849810621143
30,Envious,Envious,14,0.9285714285714286,0.707142857142857,0.22142857142857164,0.4227571495297672,0.8966163544641322,-0.47385920493436506,0.22837518378373275,0.22927419908518012,-0.0008990153014473701,0.22837518378373275,0.1496104670126379,0.07876471677109487
31,Pessimist,Pessimist,14,0.7857142857142857,0.4714285714285715,0.3142857142857142,0.8011200801483715,0.9775582578090403,-0.17643817766066872,0.552817578533518,0.30303353074731126,0.24978404778620672,-0.03985727954950391,0.16506956101977685,-0.20492684056928076
32,Trustful,Trustful,17,0.8235294117647058,0.8235294117647057,1.1102230246251565e-16,0.7147270241606074,0.7147270241606076,-2.220446049250313e-16,0.5546477582521084,0.22815194070249262,0.3264958175496158,0.18811113914790734,0.11837131763690714,0.0697398215110002
33,Pessimist,Pessimist,17,0.8235294117647058,0.47058823529411775,0.3529411764705881,0.7147270241606074,1.0074451887597176,-0.29271816459911015,0.5102426110660221,0.1404477970273135,0.3697948140387086,0.27692143352008014,0.041015405610065475,0.23590602791001467
34,Optimist,Optimist,17,0.8235294117647058,0.5,0.32352941176470584,0.7147270241606074,1.0063483938547375,-0.2916213696941301,0.23251628633399368,0.16034733373675836,0.07216895259723533,0.18223669972967937,0.024153862442348448,0.1580828372873309
35,Pessimist,Pessimist,17,0.8235294117647058,0.5294117647058825,0.2941176470588234,0.7147270241606074,0.9920039218112254,-0.277276897650618,0.022157433821180517,0.19422393547590766,-0.17206650165472714,-0.009140741216435933,0.06588357733866784,-0.07502431855510378
37,Pessimist,Pessimist,17,0.7058823529411765,0.5411764705882354,0.16470588235294115,0.9164132552123273,0.9982090456217495,-0.0817957904094222,0.10032216663114302,0.14382588557052453,-0.043503718939381514,0.10176225536199424,0.016060235408158246,0.08570201995383599
38,Envious,Envious,17,0.8823529411764706,0.6999999999999998,0.18235294117647072,0.5649915816219103,0.9060549101087986,-0.34106332848688825,0.24483304980491244,0.2832151566183476,-0.03838210681343518,0.08865528321352456,0.09920079570363881,-0.010545512490114248
40,Pessimist,Pessimist,17,0.7058823529411765,0.5647058823529413,0.14117647058823524,0.9164132552123273,1.011364164297349,-0.09495090908502168,-0.025045895407771357,0.17443920858244277,-0.19948510399021413,-0.019786302778646125,0.06926985571582032,-0.08905615849446645
41,Pessimist,Pessimist,17,0.7058823529411765,0.5235294117647058,0.18235294117647072,0.9164132552123273,0.9896825698326934,-0.07326931462036612,0.22384366487290042,0.1284373395290477,0.09540632534385271,0.16235063207191314,-0.0013024479471951834,0.16365308001910833
42,Pessimist,Pessimist,17,0.7058823529411765,0.4941176470588236,0.2117647058823529,0.9164132552123273,0.9903900778450611,-0.07397682263273375,0.03882913383015596,0.04813350287470608,-0.00930436904455012,0.03882913383015596,0.0481335028747061,-0.009304369044550141
43,Envious,Envious,17,0.8823529411764706,0.5764705882352942,0.3058823529411764,0.5649915816219103,0.9905461458724902,-0.4255545642505799,0.11885014097689528,0.17804256389786705,-0.059192422920971766,0.11885014097689528,0.10364018712731461,0.015209953849580668
45,Trustful,Trustful,17,0.7058823529411765,0.7058823529411763,2.220446049250313e-16,0.9164132552123273,0.9164132552123273,0.0,0.25268042932425694,0.2046871365991498,0.047993292725107134,0.10619660604937098,0.06416183535254777,0.04203477069682321
47,Optimist,Optimist,16,0.8125,0.5687499999999999,0.24375000000000013,0.7412964801529259,1.0013522168023987,-0.2600557366494728,0.15322428895480245,0.1342729065792011,0.018951382375601344,0.05262175930250168,0.07882420188212802,-0.02620244257962634
48,Pessimist,Pessimist,16,0.8125,0.44999999999999996,0.36250000000000004,0.7412964801529259,1.0013522168023985,-0.26005573664947257,0.2761280400973657,0.29342506037286775,-0.017297020275502062,0.12934581849756743,0.059140282385748165,0.07020553611181926
49,Trustful,Trustful,16,0.6875,0.6875000000000001,-1.1102230246251565e-16,0.9411224525623375,0.9411224525623375,0.0,0.08860510356600027,0.29120301880926514,-0.20259791524326487,0.05586979247899726,0.07759446541135724,-0.02172467293235998
